id,title,Action,Adventure,Animation and Modeling,Audio Production,Casual,Design and Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,recommend,sentiment_analysis
286080,Thinking with Time Machine,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,True,2
265930,Goat Simulator,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True,2
281370,Real Horror Stories Ultimate Edition,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
209160,Call of Duty®: Ghosts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
213670,South Park™: The Stick of Truth™,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
267530,The LEGO® Movie - Videogame,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
208090,Loadout,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,True,2
252150,Grimm,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
221100,DayZ,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,True,2
252490,Rust,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,True,2
218130,Dungeonland,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,2
224260,No More Room in Hell,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,True,2
40950,Stronghold HD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,2
249130,LEGO® Marvel™ Super Heroes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
209000,Batman™: Arkham Origins,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0
107410,Arma 3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,0
246740,Huntsman: The Orphanage (Halloween Edition),1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1
214950,Total War™: ROME II - Emperor Edition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
206420,Saints Row IV,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
239030,"Papers, Please",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
236090,Dust: An Elysian Tail,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True,2
206190,Gunpoint,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,2
231060,Ragnarok Online 2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,True,2
113020,Monaco: What's Yours Is Mine,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,2
223710,Cry of Fear,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,0
104900,ORION: Prelude,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True,2
230410,Warframe,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,2
228760,TrackMania² Canyon,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,False,0
212070,Star Conflict,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,True,0
222520,Champions of Regnum,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,True,2
204080,The Showdown Effect,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
211500,RaceRoom Racing Experience,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,False,2
227300,Euro Truck Simulator 2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True,2
11610,Dragon Nest,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,True,1
224540,Ace of Spades: Battle Builder,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1
222980,Dead Pixels,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True,1
220240,Far Cry 3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0
221640,Super Hexagon,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
221260,Little Inferno,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
218680,Scribblenauts Unlimited,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
203140,Hitman: Absolution™,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
218230,PlanetSide 2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,True,2
208480,Assassin’s Creed® III,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
4920,Natural Selection 2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,0
218740,Pid,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1
218640,Lucius,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,1
213650,Dwarfs - F2P,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,True,2
219640,Chivalry: Medieval Warfare,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
200170,Worms Revolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
209730,R.A.W. Realms of Ancient War,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
205100,Dishonored,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
204360,Castle Crashers®,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True,2
200710,Torchlight II,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,False,1
200510,XCOM: Enemy Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
212680,FTL: Faster Than Light,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,True,2
49520,Borderlands 2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
208500,F1 2012™,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,False,2
214790,The Basement Collection,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,1
212800,Super Crate Box,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,True,2
206210,Gotham City Impostors Free to Play,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,2
207570,English Country Tune,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1
216150,MapleStory,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,True,2
204300,Awesomenauts - the 2D moba,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,True,2
201790,Orcs Must Die! 2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,2
209870,Blacklight: Retribution,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,1
205910,Tiny and Big: Grandpa's Leftovers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,0
50300,Spec Ops: The Line,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
202750,Alan Wake's American Nightmare,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
207610,The Walking Dead,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
207190,Fireburst,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,2
203630,Warlock - Master of the Arcane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
20920,The Witcher 2: Assassins of Kings Enhanced Edition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
104700,Super MNC,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,True,2
63380,Sniper Elite V2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
113420,Fallen Earth Free2Play,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,True,2
201570,Really Big Sky,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1
47410,Stronghold Kingdoms,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,True,2
102840,Shank 2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
80360,Blackwell Deception,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,0
67370,The Darkness II,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
105450,Age of Empires® III: Complete Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,1
55230,Saints Row: The Third,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
65800,Dungeon Defenders,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,True,2
24240,PAYDAY™ The Heist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2
102600,Orcs Must Die!,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,2
17710,Nuclear Dawn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
107100,Bastion,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True,2
91700,E.Y.E: Divine Cybermancy,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True,2
48000,LIMBO,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1
102810,Gatling Gears,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
44340,Operation Flashpoint: Red River,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
55110,Red Faction®: Armageddon™,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
48720,Mount &amp; Blade: With Fire &amp; Sword,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
104200,BEEP,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
105100,Lume,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
105600,Terraria,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True,1
22350,BRINK,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,2
92100,DETOUR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,2
98500,Naval Warfare,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1
92800,SpaceChem,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True,2
71240,SEGA Bass Fishing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,True,2
48190,Assassin’s Creed® Brotherhood,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
65560,Painkiller Redemption,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
42910,Magicka,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
63500,Swords and Soldiers HD,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,2
38720,RUSH,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,1
47870,Need For Speed: Hot Pursuit,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,2
8500,EVE Online,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,True,0
55140,MX vs. ATV Reflex,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,2
40380,nail'd,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,1
42500,DogFighter,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0
34830,Sniper: Ghost Warrior,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
300,Day of Defeat: Source,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
33930,Arma 2: Operation Arrowhead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,2
34030,Napoleon: Total War™,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
24960,Battlefield: Bad Company™ 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
40100,Supreme Commander 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,1
34190,Sonic &amp; SEGA All-Stars Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,0
48110,Silent Hunter 5®: Battle of the Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,0
33230,Assassin's Creed 2 Deluxe Edition,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
8190,Just Cause 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
20570,"Warhammer® 40,000: Dawn of War® II Chaos Rising",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
51010,My Tribe,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,0
27920,Booster Trooper,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
24980,Mass Effect 2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,1
45100,Secret of the Magic Crystals,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,1
10680,Aliens vs. Predator™,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
550,Left 4 Dead 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
40400,AI War: Fleet Command,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,2
32200,Metal Drift,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,True,1
8980,Borderlands,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
12830,Operation Flashpoint: Dragon Rising,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
23490,Tropico 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,2
20500,Red Faction Guerrilla Steam Edition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
21690,Resident Evil™ 5/ Biohazard 5®,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
32390,STAR WARS™ Jedi Knight - Mysteries of the Sith™,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
6020,STAR WARS™ Jedi Knight - Jedi Academy™,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
38450,MDK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2
39800,Nation Red,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,0
35140,Batman: Arkham Asylum Game of the Year Edition,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
3700,Sniper Elite,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
34900,Bad Rats: the Rats' Revenge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
6000,STAR WARS™ Republic Commando™,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
33900,Arma 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,2
35700,Trine Enchanted Edition,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
12810,Overlord II,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
11360,Chains,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
1250,Killing Floor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
12790,Damnation,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
33130,Zombie Shooter,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True,2
16720,Velvet Assassin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
3590,Plants vs. Zombies GOTY Edition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
21640,Flock!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,0
26800,Braid,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,1
29800,Caster,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,True,1
11590,Hospital Tycoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,2
15620,"Warhammer 40,000: Dawn of War II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
10500,Empire: Total War™,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
23310,The Last Remnant™,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,0
22120,Penumbra: Black Plague Gold Edition,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
22300,Fallout 3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,0
12390,Exodus from the Earth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
22100,Mount &amp; Blade,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True,1
500,Left 4 Dead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
10090,Call of Duty: World at War,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
8140,Tomb Raider: Underworld,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
13500,Prince of Persia: Warrior Within™,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
17430,Need for Speed Undercover,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,2
17460,Mass Effect,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
17440,SPORE™ Creepy &amp; Cute Parts Pack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,2
17390,SPORE™,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,2
8650,RACE 07: Andy Priaulx Crowne Plaza Raceway (Free DLC),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,2
16710,Insecticide Part 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
12320,Sacred Gold,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,0
15310,The Settlers®: Heritage of Kings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
15100,Assassin's Creed™: Director's Cut Edition,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
15120,Tom Clancy's Rainbow Six® Vegas 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2
7200,Trackmania United Forever Star Edition,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,2
400,Portal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
16120,Plant Tycoon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,2
15270,Cold Fear™,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
15170,Heroes of Might &amp; Magic V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
18000,"Precipice of Darkness, Episode One",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,0
12330,Darkstar One,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2
11200,Shadowgrounds Survivor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9460,Frontlines™: Fuel of War™,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9450,"Warhammer® 40,000: Dawn of War® - Soulstorm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
8600,RACE 07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,2
6420,Nexus - The Jupiter Incident,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,True,2
4560,Company of Heroes - Legacy Edition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
9050,DOOM 3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1
2200,Quake III Arena,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9180,Commander Keen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
420,Half-Life 2: Episode Two,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0
2590,Alpha Prime,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
7940,Call of Duty® 4: Modern Warfare®,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
8080,Kane and Lynch: Dead Men™,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0
8400,Geometry Wars: Retro Evolved,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
6840,Commandos 3: Destination Berlin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
6880,Just Cause,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
6900,Hitman: Codename 47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
6850,Hitman 2: Silent Assassin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
6870,Battlestations: Midway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
6860,Hitman: Blood Money,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0
2600,Vampire: The Masquerade - Bloodlines,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
4500,S.T.A.L.K.E.R.: Shadow of Chernobyl,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
6400,Joint Task Force,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
6980,Thief: Deadly Shadows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
6910,Deus Ex: Game of the Year Edition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2
6920,Deus Ex: Invisible War,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0
7110,Jade Empire™: Special Edition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
3480,Peggle Deluxe,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
4420,Silverfall,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
6250,Making History: The Calm &amp; the Storm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,2
7210,"Runaway, A Road Adventure",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
2620,Call of Duty®,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
3830,Psychonauts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
2610,GUN™,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
2630,Call of Duty® 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
1690,Space Empires V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
3910,Sid Meier's Civilization® III Complete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
3900,Sid Meier's Civilization® IV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
2900,688(I) Hunter/Killer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
3820,BloodRayne 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
4300,RoboBlitz,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
4700,Medieval II: Total War™,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
4800,Heroes of Annihilated Empires,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
240,Counter-Strike: Source,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
280,Half-Life: Source,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
