price,title,Action,Adventure,Animation and Modeling,Audio Production,Casual,Design and Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,recommend,sentiment_analysis
0.0,World of Guns: Gun Disassembly,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,True,0
0.0,GunZ 2: The Second Duel,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,True,1
0.0,ArcheBlade™,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,True,0
0.0,Thinking with Time Machine,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Goat Simulator,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True,2
1.99,Real Horror Stories Ultimate Edition,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
59.99,Call of Duty®: Ghosts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
29.99,South Park™: The Stick of Truth™,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
19.99,The LEGO® Movie - Videogame,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
0.0,Loadout,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,True,2
3.99,Grimm,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
34.99,DayZ,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,True,2
19.99,Rust,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,True,2
0.0,Dungeonland,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,2
0.0,No More Room in Hell,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,True,2
5.99,Stronghold HD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,2
19.99,LEGO® Marvel™ Super Heroes,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
19.99,Batman™: Arkham Origins,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0
39.99,Arma 3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,0
9.99,Huntsman: The Orphanage (Halloween Edition),1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1
59.95,Total War™: ROME II - Emperor Edition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
14.99,Saints Row IV,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
9.99,"Papers, Please",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
14.99,Dust: An Elysian Tail,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True,2
9.99,Gunpoint,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,2
0.0,Ragnarok Online 2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,True,2
14.99,Monaco: What's Yours Is Mine,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,2
0.0,Cry of Fear,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,0
0.99,ORION: Prelude,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True,2
0.0,Warframe,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,2
19.99,TrackMania² Canyon,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,False,0
0.0,Star Conflict,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,True,0
0.0,Champions of Regnum,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,True,2
9.99,The Showdown Effect,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
160.91,RaceRoom Racing Experience,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,False,2
19.99,Euro Truck Simulator 2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True,2
0.0,Dragon Nest,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,True,1
14.99,Ace of Spades: Battle Builder,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1
2.99,Dead Pixels,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True,1
19.99,Far Cry 3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0
2.99,Super Hexagon,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Little Inferno,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
19.99,Scribblenauts Unlimited,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
19.99,Hitman: Absolution™,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
0.0,PlanetSide 2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,True,2
19.99,Assassin’s Creed® III,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
9.99,Natural Selection 2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,0
9.99,Pid,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1
9.99,Lucius,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,1
0.0,Dwarfs - F2P,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,True,2
24.99,Chivalry: Medieval Warfare,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
14.99,Worms Revolution,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
14.99,R.A.W. Realms of Ancient War,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
9.99,Dishonored,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
14.99,Castle Crashers®,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True,2
19.99,Torchlight II,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,False,1
29.99,XCOM: Enemy Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
9.99,FTL: Faster Than Light,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,True,2
19.99,Borderlands 2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
19.99,F1 2012™,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,False,2
3.99,The Basement Collection,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,1
0.0,Super Crate Box,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,True,2
0.0,Gotham City Impostors Free to Play,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,2
4.99,English Country Tune,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1
0.0,MapleStory,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,True,2
0.0,Awesomenauts - the 2D moba,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,True,2
14.99,Orcs Must Die! 2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,2
0.0,Blacklight: Retribution,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,1
9.99,Tiny and Big: Grandpa's Leftovers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,0
29.99,Spec Ops: The Line,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Alan Wake's American Nightmare,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
24.99,The Walking Dead,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Fireburst,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,2
24.99,Warlock - Master of the Arcane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
19.99,The Witcher 2: Assassins of Kings Enhanced Edition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
0.0,Super MNC,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,True,2
19.99,Sniper Elite V2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
0.0,Fallen Earth Free2Play,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,True,2
4.99,Really Big Sky,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1
0.0,Stronghold Kingdoms,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,True,2
9.99,Shank 2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Blackwell Deception,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,0
29.99,The Darkness II,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
39.99,Age of Empires® III: Complete Collection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,1
9.99,Saints Row: The Third,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
14.99,Dungeon Defenders,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,True,2
14.99,PAYDAY™ The Heist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2
9.99,Orcs Must Die!,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,2
9.99,Nuclear Dawn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
14.99,Bastion,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True,2
9.99,E.Y.E: Divine Cybermancy,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True,2
9.99,LIMBO,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1
9.99,Gatling Gears,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Operation Flashpoint: Red River,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
19.99,Red Faction®: Armageddon™,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
9.99,Mount &amp; Blade: With Fire &amp; Sword,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
1.99,BEEP,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
5.99,Lume,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Terraria,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True,1
0.0,BRINK,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,2
4.99,DETOUR,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,2
2.99,Naval Warfare,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,1
9.99,SpaceChem,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True,2
7.99,SEGA Bass Fishing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,True,2
19.99,Assassin’s Creed® Brotherhood,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
4.99,Painkiller Redemption,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
9.99,Magicka,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
9.99,Swords and Soldiers HD,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,2
4.99,RUSH,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,1
19.99,Need For Speed: Hot Pursuit,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,2
0.0,EVE Online,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,True,0
19.99,MX vs. ATV Reflex,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,2
4.99,nail'd,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,1
2.99,DogFighter,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,0
7.99,Sniper: Ghost Warrior,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
9.99,Day of Defeat: Source,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
19.99,Arma 2: Operation Arrowhead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,2
19.99,Napoleon: Total War™,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
19.99,Battlefield: Bad Company™ 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
12.99,Supreme Commander 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,1
9.99,Sonic &amp; SEGA All-Stars Racing,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,0
9.99,Silent Hunter 5®: Battle of the Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,0
19.99,Assassin's Creed 2 Deluxe Edition,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
14.99,Just Cause 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
19.99,"Warhammer® 40,000: Dawn of War® II Chaos Rising",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
9.99,My Tribe,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,0
4.99,Booster Trooper,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
19.99,Mass Effect 2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,1
4.99,Secret of the Magic Crystals,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,1
14.99,Aliens vs. Predator™,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
19.99,Left 4 Dead 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,AI War: Fleet Command,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,2
9.99,Metal Drift,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,True,1
19.99,Borderlands,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
9.99,Operation Flashpoint: Dragon Rising,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Tropico 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,2
19.99,Red Faction Guerrilla Steam Edition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
19.99,Resident Evil™ 5/ Biohazard 5®,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
2.99,STAR WARS™ Jedi Knight - Mysteries of the Sith™,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,STAR WARS™ Jedi Knight - Jedi Academy™,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,MDK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2
1.99,Nation Red,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,0
19.99,Batman: Arkham Asylum Game of the Year Edition,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
7.99,Sniper Elite,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
0.99,Bad Rats: the Rats' Revenge,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,STAR WARS™ Republic Commando™,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
12.99,Arma 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,True,2
14.99,Trine Enchanted Edition,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Overlord II,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
4.99,Chains,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
19.99,Killing Floor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Damnation,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
4.99,Zombie Shooter,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True,2
4.99,Velvet Assassin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
4.99,Plants vs. Zombies GOTY Edition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
4.99,Flock!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,0
14.99,Braid,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True,1
1.99,Caster,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,True,1
4.99,Hospital Tycoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,2
19.99,"Warhammer 40,000: Dawn of War II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
19.99,Empire: Total War™,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
9.99,The Last Remnant™,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,0
9.99,Penumbra: Black Plague Gold Edition,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Fallout 3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,0
14.99,Exodus from the Earth,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Mount &amp; Blade,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True,1
19.99,Left 4 Dead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
19.99,Call of Duty: World at War,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
8.99,Tomb Raider: Underworld,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Prince of Persia: Warrior Within™,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Need for Speed Undercover,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,2
19.99,Mass Effect,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
19.99,SPORE™ Creepy &amp; Cute Parts Pack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,2
19.99,SPORE™,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,2
39.99,RACE 07: Andy Priaulx Crowne Plaza Raceway (Free DLC),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,2
1.99,Insecticide Part 1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Sacred Gold,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,0
9.99,The Settlers®: Heritage of Kings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
19.99,Assassin's Creed™: Director's Cut Edition,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Tom Clancy's Rainbow Six® Vegas 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2
29.99,Trackmania United Forever Star Edition,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,2
9.99,Portal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
9.99,Plant Tycoon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,2
9.99,Cold Fear™,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
9.99,Heroes of Might &amp; Magic V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
7.99,"Precipice of Darkness, Episode One",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,0
9.99,Darkstar One,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2
9.99,Shadowgrounds Survivor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
19.99,Frontlines™: Fuel of War™,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
12.99,"Warhammer® 40,000: Dawn of War® - Soulstorm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
3.99,RACE 07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,2
9.99,Nexus - The Jupiter Incident,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,True,2
19.99,Company of Heroes - Legacy Edition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
4.99,DOOM 3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,1
14.99,Quake III Arena,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
4.99,Commander Keen,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
7.99,Half-Life 2: Episode Two,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0
4.99,Alpha Prime,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
19.99,Call of Duty® 4: Modern Warfare®,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
6.99,Kane and Lynch: Dead Men™,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0
3.99,Geometry Wars: Retro Evolved,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
4.99,Commandos 3: Destination Berlin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
6.99,Just Cause,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
6.99,Hitman: Codename 47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
6.99,Hitman 2: Silent Assassin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,0
6.99,Battlestations: Midway,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
8.99,Hitman: Blood Money,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0
19.99,Vampire: The Masquerade - Bloodlines,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
19.99,S.T.A.L.K.E.R.: Shadow of Chernobyl,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
9.99,Joint Task Force,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
8.99,Thief: Deadly Shadows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
6.99,Deus Ex: Game of the Year Edition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,2
6.99,Deus Ex: Invisible War,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0
14.99,Jade Empire™: Special Edition,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
4.99,Peggle Deluxe,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Silverfall,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,2
4.99,Making History: The Calm &amp; the Storm,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,2
9.99,"Runaway, A Road Adventure",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
19.99,Call of Duty®,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
9.99,Psychonauts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
19.99,GUN™,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1
19.99,Call of Duty® 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,2
14.99,Space Empires V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
4.99,Sid Meier's Civilization® III Complete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
19.99,Sid Meier's Civilization® IV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True,2
